rocchio feedback relevance explicit
query_id	doc_id		doc_score_
1		45		0.38645570605795765
1		1162		0.38538642441551957
1		100		0.3845298569038187
1		917		0.3840305847687947
1		1001		0.3828735102810243
1		1022		0.3813402214528866
1		1177		0.38081817467560186
1		220		0.38026007756094693
1		124		0.3798634537436979
1		1359		0.3798567857416806
1		38		0.37826081847363136
1		634		0.37760103257329625
1		720		0.377369941310165
1		1117		0.3756132651610839
1		374		0.37452352061009775
1		30		0.3726828260958841
1		1051		0.37122883845056276
1		728		0.36675001118639355
1		658		0.36584105590774896
1		924		0.3633390794509469
1		580		0.36310705901216694
1		1218		0.36215267370533755
1		53		0.36126014991730837
1		676		0.35968786368194805
1		576		0.35907438665033975
1		999		0.356691181012531
1		522		0.35625637844726143
1		464		0.35592671568568107
1		36		0.3537211536988286
1		904		0.3527314049250879
1		804		0.35272344278850565
1		1024		0.3526753223886596
1		174		0.35229182520695973
1		735		0.3521230521783611
1		173		0.3516400518613597
1		679		0.3510889005724626
1		1035		0.34898829357555894
1		1380		0.3477258028528978
1		746		0.34620993120383375
1		1363		0.3451850764685459
1		1113		0.3449657859911292
1		867		0.3449156982867547
1		1285		0.34331414786986847
1		794		0.34300873924261266
1		435		0.34178907244391393
1		1125		0.341346037407363
1		237		0.3410049500968766
1		870		0.33962059587096516
1		1106		0.3394024804997281
1		1064		0.33900656844129773
1		378		0.33845316603370323
1		293		0.33805399943481107
1		204		0.3369383586486082
1		314		0.33539560708686367
1		683		0.33495637545242585
1		757		0.3344289229279278
1		1041		0.3338983144966307
1		927		0.33338397184140967
1		1328		0.3332526549737479
1		727		0.3326780084197577
1		638		0.3321069219869337
1		1165		0.331970126895898
1		783		0.33135447458656664
1		1057		0.33129603784405
1		1019		0.3311254026015096
1		1340		0.3309145201134124
1		812		0.33067116510783245
1		1040		0.3302513408166329
1		440		0.3291402746850928
1		1294		0.3291160119618213
1		468		0.3270889856429819
1		1335		0.3268457996235065
1		1178		0.3259313600492816
1		827		0.32571399567523324
1		708		0.3249903430150259
1		791		0.32430119201489477
1		858		0.32335099599750233
1		395		0.32304505156820723
1		1317		0.32295136978870276
1		287		0.32292512428615805
1		1045		0.32229447369155156
1		715		0.3213538580036593
1		31		0.3206713042196816
1		797		0.32060947865421946
1		1097		0.32060012501180346
1		1155		0.3204570516218179
1		865		0.3203791446402657
1		601		0.3203296615080887
1		790		0.31985233638984406
1		1270		0.3191986012927782
1		520		0.317810149158761
1		572		0.3176775528384972
1		1166		0.31626264614489713
1		1378		0.3154862081031591
1		713		0.3144461393080942
1		446		0.3137717529504259
1		1114		0.31336974571832865
1		1268		0.3117332560500471
1		979		0.310957378035191
1		1074		0.31080270015286615
1		1213		0.3105598073912552
1		235		0.31025369680340265
1		759		0.3096557018325098
1		245		0.3089065337024231
1		628		0.30813802143861874
1		1175		0.30809799825285766
1		821		0.30675729935175633
1		284		0.30552232311969074
1		824		0.30495210168409614
1		335		0.3039043360309785
1		224		0.3038402179107388
1		1021		0.30323989811498137
1		631		0.3018028199558354
1		551		0.3014851942940481
1		581		0.30093322498594705
1		1002		0.30036897919438627
1		1032		0.30009071696421796
1		1104		0.2998572849415485
1		429		0.29952542307255015
1		871		0.2993680998409777
1		205		0.29881100945926264
1		1354		0.2965182462485504
1		424		0.29614206638960405
1		642		0.2960837233023289
1		123		0.29608074866848433
1		629		0.29481301176951213
1		714		0.2938473434326784
1		1096		0.29348757112900936
1		1092		0.2932972198239594
1		453		0.293131580856466
1		52		0.2921303014395375
1		1100		0.2916766745663057
1		253		0.29133274792110303
1		295		0.28985738881021533
1		888		0.28949637133497624
1		68		0.2892371019391987
1		1119		0.28762329521450636
1		901		0.28614923957135274
1		1325		0.28604925946532384
1		723		0.28552723783300554
1		625		0.28455291231262936
1		1023		0.28409601090010134
1		1336		0.2839545618040271
1		982		0.28378822713897744
1		776		0.2818095403024724
1		589		0.2814076693649011
1		1169		0.2803374766127715
1		665		0.2799824790776892
1		251		0.27987047656767866
1		641		0.27942238600865654
1		1280		0.27843686899421494
1		1327		0.2778625966388695
1		826		0.2763462589960065
1		1351		0.27591885950858996
1		948		0.27510151988501963
1		588		0.2747446343971806
1		66		0.27439827583555326
1		476		0.27413632191016424
1		1122		0.2741092735692644
1		744		0.2737857348797283
1		993		0.27368134754013573
1		1362		0.2735534478754072
1		416		0.2729700986100494
1		843		0.2720963642380181
1		654		0.27006669587121424
1		606		0.2699447622880134
1		932		0.26967531066766776
1		564		0.26965235770090434
1		1300		0.26946623627864086
1		511		0.2694090689794222
1		873		0.26761174850537117
1		430		0.2666887650216614
1		825		0.2663785139035938
1		313		0.26552398943039635
1		1205		0.2654781219515961
1		538		0.2650490925658211
1		1066		0.2647664471804202
1		198		0.2643330344428808
1		986		0.26397379243325875
1		1058		0.26364638588885636
1		928		0.2634425097457686
1		1191		0.2628514069103732
1		1339		0.26201008013057453
1		768		0.26174987620515544
1		328		0.2613719761142335
1		603		0.26102131227244535
1		404		0.2609385331605229
1		120		0.26068308778567995
1		288		0.2606687679447048
1		1219		0.26012752292607666
1		546		0.25923517113716715
1		590		0.25920342403320135
1		1017		0.25884006338591287
1		40		0.2587771063499362
1		756		0.25869288873419344
1		856		0.2586015030349142
1		670		0.25812645645641885
1		767		0.25795027267229653
1		529		0.25750524094236915
1		168		0.2568418511462821
1		1143		0.2559522620466427
1		1224		0.2544880936858113
1		436		0.2543698860191762
1		142		0.2537640807681682
1		1000		0.2534291891034366
1		926		0.252955772096294
1		574		0.252734127241804
1		817		0.2520559190881807
1		647		0.2518408824522369
1		443		0.2516236800754863
1		850		0.2513667084463097
1		733		0.25135316830216925
1		1042		0.25031800365182755
1		1202		0.2502104618562971
1		889		0.25018211755869413
1		349		0.2501375178386902
1		798		0.2499426770208469
1		1127		0.2485430190853845
1		636		0.24799234447095558
1		1225		0.2478647032604902
1		1121		0.24761548868910588
1		609		0.2468538385578645
1		345		0.24643007813908388
1		972		0.24621002004272713
1		121		0.2457749657455689
1		118		0.24554053398535314
1		1159		0.24511671507885288
1		135		0.24503071700273826
1		172		0.2448283320663324
1		1059		0.24454299810056568
1		390		0.2441138488123625
1		1131		0.24398327888107202
1		573		0.24313891307041863
1		271		0.24251748879477922
1		302		0.2424146133083945
1		766		0.24207543008757187
1		955		0.24156132074584108
1		1030		0.24116179162633633
1		469		0.24106008408680907
1		438		0.23982553221985253
1		939		0.23942018870589815
1		1027		0.23941872130822928
1		918		0.23853817036650327
1		1043		0.23826533413896256
1		736		0.2378375127956519
1		663		0.23757993020018264
1		481		0.23739496194231027
1		1111		0.2371618738963151
1		144		0.23692932343397538
1		1037		0.23679041765967773
1		831		0.23617245651371493
1		503		0.23552122313653898
1		533		0.23525091184176405
1		749		0.233955085988444
1		1379		0.23340945399570306
1		650		0.2330795343933434
1		283		0.23298420813910076
1		772		0.2329576860286997
1		46		0.23291135930241189
1		916		0.23285625155312062
1		1315		0.23258344574004108
1		60		0.23240983803769763
1		997		0.23195747876386436
1		1246		0.23106508302397744
1		808		0.23077043116266083
1		1271		0.2300170222331742
1		717		0.2296107114232057
1		810		0.22934215958004842
1		276		0.22871282610111365
1		364		0.22813649539582126
1		710		0.22758622333404296
1		1120		0.22752743315128712
1		1157		0.22685206218463438
1		1056		0.22657033223846204
1		1004		0.22636315044189367
1		952		0.22590954220978923
1		1353		0.2258379133239456
1		1173		0.2255673615170062
1		1255		0.2253904024451977
1		816		0.2248157332479263
1		1034		0.2237885040378178
1		950		0.22356356518302065
1		1172		0.22333651416829808
1		819		0.22328558269937626
1		780		0.22306850541832862
1		175		0.22204832512586253
1		594		0.22121478187165572
1		698		0.22087305059880752
1		740		0.2203249407165307
1		822		0.21981466562189977
1		1016		0.21966889971739034
1		957		0.21942668513433616
1		1158		0.21838027031832782
1		1180		0.2183214882960079
1		209		0.21831270169765446
1		905		0.21815329303501346
1		294		0.2179116152142841
1		914		0.2176367751926017
1		1195		0.21716176480761343
1		1292		0.21706979565472992
1		517		0.21579636431153984
1		358		0.21578685557019417
1		805		0.21576469761380287
1		1349		0.21570271876374564
1		1062		0.2146449907596829
1		578		0.21442080856683082
1		1167		0.213610962762833
1		519		0.2130240161695124
1		1063		0.21262613812644932
1		496		0.21233655894685236
1		1147		0.21209458087557653
1		455		0.21133364833943186
1		442		0.21129120855461092
1		695		0.21119922915443917
1		656		0.21100945621435535
1		1107		0.21086027717270375
1		1244		0.21083189388392726
1		1102		0.210551629954961
1		839		0.2105446713967055
1		690		0.21032124541488456
1		944		0.20984138340431632
1		76		0.2095211327856647
1		1090		0.20914545111290994
1		981		0.20874620042736378
1		567		0.20872281774323875
1		1343		0.2085961637722687
1		1053		0.20794136899305848
1		212		0.20792352026753436
1		213		0.20771442472138824
1		493		0.20760409193179993
1		881		0.2068784352365452
1		110		0.20663812197656237
1		598		0.20608994698498054
1		938		0.20593565039043657
1		842		0.20510565943616876
1		946		0.20482741046077013
1		833		0.20473920556651296
1		1307		0.2039415306278102
1		970		0.20387210717153698
1		272		0.20357725404892388
1		1135		0.20257913586830958
1		623		0.2024213064158344
1		309		0.2018387728230185
1		169		0.2016777883561906
1		263		0.20164613898555744
1		316		0.20147992585926602
1		707		0.20127997073885928
1		674		0.1999083897737878
1		240		0.19978986600411025
1		1381		0.19945614727669253
1		156		0.19930950356232274
1		1282		0.1986742839056755
1		701		0.19731819581470633
1		655		0.19714284865930676
1		1110		0.19598934845476296
1		258		0.19566374342416915
1		1149		0.1954130778109217
1		793		0.19538759994608967
1		1129		0.1950117679884278
1		101		0.19491817234533376
1		1077		0.1944772465040438
1		891		0.19445414357440394
1		1398		0.1943783916872992
1		935		0.19420431232490343
1		1168		0.19373715989915963
1		1374		0.1937185040127688
1		818		0.19347400898276845
1		1018		0.1933501948333159
1		1171		0.19312026923777828
1		1360		0.19309903076808696
1		1151		0.1928739630508537
1		809		0.19177263061856126
1		244		0.19136843395503766
1		1309		0.1909485321884038
1		566		0.1906231368081039
1		193		0.19048244109236512
1		1393		0.1904510035643559
1		552		0.19022244829603113
1		734		0.18927634499946658
1		157		0.1891526788412719
1		1239		0.18855547830848784
1		1046		0.18727934334756197
1		1116		0.18701825551320778
1		332		0.18658892840287067
1		187		0.18631579538022364
1		82		0.18609160554802545
1		359		0.18582343966658288
1		666		0.1857852865426639
1		305		0.1857106245857924
1		27		0.18551216022530595
1		426		0.1855096009148024
1		1075		0.18514238207136471
1		830		0.18507340344704704
1		649		0.18479459605477805
1		662		0.1840942642035189
1		373		0.18393360820573418
1		238		0.18370132138792133
1		882		0.1831626288337561
1		675		0.18263106093984144
1		644		0.1820346898516043
1		1296		0.1817151886018567
1		782		0.18161368421835386
1		5		0.18152893982505067
1		24		0.18002206152349085
1		1198		0.17996363873448462
1		406		0.17973698369731506
1		1297		0.17955355885091395
1		700		0.17932497792670643
1		1347		0.1789574406506157
1		1204		0.17871801142940472
1		1118		0.17837930920309553
1		1287		0.17835024532259577
1		673		0.1778582332798328
1		1038		0.17779726519443034
1		80		0.17733976493140888
1		751		0.17730312220354238
1		903		0.1771824394847719
1		352		0.17714458818500578
1		1387		0.1771293839801547
1		1236		0.17667642653221347
1		461		0.17665619204884753
1		612		0.17547011577293095
1		203		0.1751575252682341
1		439		0.1750766720567669
1		645		0.17480672815796924
1		338		0.17470714414067567
1		1140		0.17469677566141784
1		505		0.1742017843547565
1		994		0.1739997646664733
1		1342		0.17399182473517302
1		1003		0.1738769628578424
1		769		0.17375592039476156
1		678		0.17358966789850674
1		23		0.17344413829913843
1		521		0.1732792635731201
1		752		0.17307959220891136
1		67		0.1721524230212899
1		565		0.1720579020509903
1		1161		0.17202682766848032
1		1126		0.17094493230515703
1		545		0.17083770124058167
1		1279		0.17075146229959115
1		289		0.1706559902675672
1		1124		0.17063625448556208
1		620		0.17027038533168376
1		25		0.17024816111111257
1		1089		0.1700749072402219
1		104		0.16927884127559428
1		553		0.1689335954949805
1		509		0.16844041453491793
1		648		0.16842521889355977
1		467		0.16812015059125127
1		897		0.16797129224018537
1		292		0.1674773967213774
1		1073		0.1672900240755409
1		919		0.16691006350480012
1		1025		0.1663765828428975
1		1132		0.16636651744575492
1		399		0.16549207432360896
1		934		0.16537727933192614
1		575		0.1647145635288255
1		677		0.16462561973348747
1		857		0.16417148839812035
1		1194		0.16387655649047314
1		1070		0.16357439401786306
1		807		0.16332735392835365
1		125		0.16315372440700293
1		170		0.16287328648442087
1		230		0.16264123578165854
1		485		0.1624157966683511
1		863		0.16215680713887487
1		1200		0.16177793792733933
1		672		0.16170382544259537
1		414		0.16141809276462077
1		973		0.1612938908286011
1		428		0.16109682435355713
1		114		0.160993688334007
1		33		0.16052398035561927
1		750		0.1604496205432038
1		69		0.1601234150257841
1		433		0.15997942224944867
1		62		0.15986458338802498
1		85		0.15967182837909202
1		366		0.15950579428281514
1		1145		0.15950113497845794
1		279		0.1593865465448999
1		1313		0.15924959745597572
1		41		0.15869318343144148
1		828		0.1584221219407958
1		1250		0.15823958271337352
1		422		0.1577708294630234
1		543		0.15750890933892048
1		182		0.1570993387421346
1		549		0.1568491766099348
1		992		0.15669433179784037
1		89		0.15644532254667992
1		454		0.15574119691541877
1		976		0.15535366685112376
1		398		0.1534421496713049
1		199		0.15343783563428184
1		584		0.15288902599245127
1		1013		0.15282076023012206
1		425		0.1527964453607004
1		563		0.15276911023486395
1		274		0.15276744972619943
1		262		0.15239225356923594
1		593		0.15201874786345587
1		667		0.15140547793668602
1		618		0.1508562606105881
1		353		0.150353095315234
1		171		0.15034923510931184
1		536		0.14981521501746076
1		342		0.14973716941708037
1		96		0.14970883247360597
1		813		0.14931172676988796
1		1186		0.14918198481520598
1		945		0.14899209790049492
1		97		0.14885420009910777
1		1226		0.1486951414237429
1		571		0.1486905843390091
1		846		0.1485356132082042
1		28		0.14822054200860388
1		180		0.14820756456910317
1		971		0.14819936278048193
1		1284		0.1481444620434889
1		956		0.14793247880537289
1		56		0.14724057118621262
1		1006		0.1471057682264253
1		1215		0.14693942184194236
1		267		0.14689496334962765
1		1303		0.14688181281798895
1		712		0.1465586334663861
1		524		0.14646918631317105
1		331		0.14632645312980713
1		277		0.1462923585516202
1		297		0.14627068548986877
1		1055		0.14622630001646203
1		350		0.14596750610479808
1		1197		0.14584022093635948
1		1257		0.14554774975604753
1		327		0.14534599452629623
1		211		0.14504163837884654
1		851		0.1449135582412579
1		1137		0.14475698754633892
1		226		0.14458262310348846
1		941		0.14426880761891359
1		1		0.1442139711739274
1		540		0.14418250049413192
1		1134		0.14378143013747524
1		1048		0.14355728631588094
1		242		0.14353144700563827
1		1211		0.14338130618970696
1		680		0.14325847381283446
1		181		0.1432405871638342
1		21		0.14213863128213977
1		158		0.14196687919089496
1		1348		0.14176388132002887
1		447		0.14144373097946603
1		1229		0.14125524706244189
1		2		0.14014935980483975
1		936		0.13974846494555088
1		1007		0.13954675528213534
1		423		0.13950665640402757
1		637		0.13949942129204615
1		421		0.1394534763551999
1		165		0.13942137175996555
1		560		0.13928398956962074
1		1087		0.13809208814849105
1		407		0.13753806579516198
1		696		0.1371900251705288
1		206		0.1367597520084394
1		627		0.13669989242728553
1		303		0.1360620421066169
1		321		0.13591016375107984
1		1326		0.1349831843814604
1		585		0.13488647919443109
1		877		0.13488159641470482
1		1128		0.13466718825025872
1		1366		0.13457150616250746
1		490		0.1345070322164291
1		963		0.13449018728134868
1		77		0.13444871848082696
1		829		0.13386326276411534
1		189		0.13379409480989027
1		20		0.13342993166442393
1		1084		0.13289001652779317
1		681		0.13279548049633566
1		387		0.13267378947418823
1		852		0.13225757720752856
1		1184		0.13210783601621562
1		1260		0.1320218450306045
1		774		0.1317001674180975
1		760		0.13169533192948452
1		1088		0.13162235194084468
1		391		0.13127674823041668
1		334		0.13106776073709744
1		1136		0.13044985330396844
1		732		0.13036270827908353
1		998		0.1291971800388878
1		1312		0.12914737088694156
1		98		0.12811976935209898
1		225		0.12797808640393
1		657		0.12791338120936604
1		568		0.1278004891475968
1		789		0.12771899885825935
1		219		0.12771329936430337
1		577		0.12736468667795284
1		401		0.1270074656247422
1		1310		0.12699839585901795
1		103		0.12673520350472572
1		1156		0.1263009762437549
1		1212		0.12623578457204188
1		177		0.12609831776408603
1		396		0.12584947954716427
1		1050		0.1255447915638907
1		559		0.12553682510908082
1		269		0.12543337528892373
1		1214		0.12516112193970175
1		6		0.12484217925510332
1		1216		0.12477755265728066
1		539		0.12465145251868388
1		176		0.1244133902609536
1		983		0.12371758810084951
1		1099		0.12340850064207406
1		542		0.12337475430246839
1		1350		0.12321117585591093
1		624		0.12243774204100691
1		978		0.12228447699467611
1		555		0.12192634093780631
1		282		0.12184530146464935
1		554		0.12159298493154087
1		145		0.12103924306980426
1		962		0.12084118130670601
1		138		0.12078241673720651
1		1286		0.12077661584480967
1		500		0.12055259572721641
1		94		0.12026091657732338
1		491		0.120167745187539
1		530		0.12014827457227735
1		132		0.11963794731580084
1		1385		0.11953911493714935
1		343		0.11951632517215187
1		820		0.11877602573885641
1		44		0.11845781501788377
1		947		0.1176359298150956
1		119		0.11761575647587244
1		58		0.11734636339001672
1		1011		0.11734384917606053
1		923		0.11695835907725477
1		410		0.11667094639860981
1		160		0.1166306794509615
1		582		0.11639675259249518
1		1391		0.11584325205156656
1		730		0.11564848708279431
1		1207		0.11535065965071563
1		1321		0.11510504079723638
1		260		0.11508753529590952
1		57		0.1144850328044409
1		300		0.11410982746418641
1		1039		0.11390153744503474
1		806		0.113643152257477
1		1181		0.11345694268044673
1		339		0.11336788703689063
1		494		0.11330974567618955
1		19		0.11302427539983115
1		456		0.11249152037683104
1		1295		0.11247560448123697
1		81		0.11194037736878411
1		591		0.11188890004647885
1		472		0.11157548201952924
1		159		0.11126796187651869
1		1395		0.1110183586992018
1		306		0.1109542534962914
1		154		0.11086002067343952
1		1192		0.11058904198251177
1		495		0.11035531349891609
1		508		0.11016019237388036
1		388		0.11009304504404144
1		605		0.11003069685096387
1		959		0.10970874894598082
1		632		0.1089014941173394
1		872		0.10889779226002219
1		166		0.10782662897658211
1		50		0.1077024434126121
1		72		0.10765834231707067
1		550		0.10735718300533019
1		1232		0.10726561672888482
1		437		0.10722841347642356
1		1072		0.1069276793667569
1		347		0.10647625337572741
1		462		0.10519838883994129
1		304		0.1048096614077199
1		668		0.10474133892596874
1		229		0.10400440626161479
1		55		0.10396285116931313
1		587		0.10377193487319811
1		1389		0.10330157380435258
1		348		0.10283487607743827
1		586		0.10274950484846208
1		234		0.1023272606024077
1		1375		0.10215025892315938
1		61		0.10168862844820035
1		239		0.10164496184488366
1		285		0.10145901785312746
1		1399		0.1012995456969063
1		192		0.10114090715225872
1		579		0.10087582552320318
1		966		0.10078462481583711
1		784		0.1005738469440732
1		651		0.10027895957054109
1		1344		0.10006561604855152
1		754		0.09957988055645349
1		73		0.09951413686730554
1		1185		0.09950209741811625
1		296		0.09913937820905933
1		861		0.09851762453911435
1		661		0.09802007387639246
1		1365		0.09784803172399303
1		1258		0.09754100366870583
1		1332		0.09734926322129502
1		1311		0.09710978217443604
1		243		0.09688472267347727
1		333		0.09633712619652003
1		1324		0.09523506851106524
1		980		0.09505424770405016
1		987		0.09498091022060623
1		773		0.09485538046899755
1		1103		0.09454344551717243
1		129		0.09437871583671473
1		37		0.09402892626483154
1		1334		0.09395230983642597
1		1281		0.09373273023506751
1		1095		0.09360983544833505
1		222		0.09315143443030723
1		964		0.09302522398129143
1		441		0.0926552659174755
1		1283		0.0921862324858344
1		1065		0.09207360622527666
1		1093		0.09175221970178754
1		35		0.09140604305446787
1		1304		0.09123673059682451
1		107		0.09109851577661954
1		449		0.09028835235295181
1		687		0.08933784243659144
1		71		0.08914872552324006
1		465		0.08900248150430581
1		1008		0.08828832319653208
1		70		0.0881540683418636
1		147		0.08782820387355308
1		1277		0.087632705399788
1		1314		0.08750920643035441
1		42		0.0874401507198614
1		1394		0.08741155916226707
1		217		0.08740620192163591
1		814		0.08737480988821364
1		139		0.08710507129345046
1		223		0.08697615971024944
1		248		0.08682459610789499
1		1199		0.08680553452638816
1		689		0.08670170244171845
1		1028		0.08630422037250716
1		91		0.08611030527567462
1		163		0.08605333763696862
1		74		0.08596915325826705
1		90		0.08563394817036737
1		380		0.08554673914576748
1		232		0.08553445232377495
1		1160		0.0854605561402868
1		11		0.08497664989858078
1		397		0.08492487146559491
1		671		0.08488650393277138
1		1264		0.08432052405167646
1		968		0.08420186907643683
1		473		0.083650240635003
1		621		0.08360191628755277
1		570		0.08307335641844638
1		912		0.08305548140042038
1		1061		0.08301723782190894
1		1386		0.08286362351761613
1		185		0.0828450478107287
1		164		0.08270076954621232
1		937		0.08196354226600289
1		22		0.08195861824455199
1		894		0.08190133317022646
1		49		0.08178108399929986
1		325		0.08167453828519186
1		183		0.0809843235637285
1		1355		0.0801179708862006
1		704		0.07983083281500208
1		218		0.0794658433924748
1		270		0.07927812543487284
1		463		0.07861180507642246
1		506		0.07838333041321602
1		518		0.07814725748854073
1		308		0.07694789229536637
1		869		0.07683225172813622
1		383		0.07676210946440103
1		152		0.07662142233144892
1		604		0.07601743499881915
1		547		0.07560107048304818
1		32		0.07554458060084374
1		1345		0.0755356715172673
1		583		0.07526848187785033
1		990		0.07485620127132875
1		9		0.07447579830559709
1		140		0.07438093602638941
1		1183		0.07434439153296823
1		1356		0.07428441376599308
1		264		0.07419715620365532
1		961		0.07364474482101052
1		1222		0.07346693408676161
1		268		0.07330061332029945
1		1206		0.073090580050646
1		489		0.07276476659206929
1		227		0.07275223002630216
1		34		0.07256358814103758
1		699		0.07191126105667532
1		1203		0.07104860753693179
1		371		0.07041979108155087
1		1235		0.07026872985445329
1		630		0.07022669476688337
1		108		0.0700649608268902
1		921		0.07001942107185441
1		1299		0.069693725788294
1		626		0.06947957588258107
1		600		0.06940282683818831
1		764		0.06868617315008392
1		307		0.06863835602006535
1		88		0.06724301468369606
1		310		0.06562378829861364
1		1241		0.0654927080881788
1		900		0.0652816604071113
1		682		0.06527245566880226
1		1274		0.06439777117822663
1		146		0.06421926126944748
1		7		0.06389617133211774
1		975		0.06373250597806789
1		1322		0.06370027178393445
1		1319		0.06360652579128223
1		420		0.06321943911175269
1		899		0.06238089828025738
1		1289		0.062096388872805885
1		1269		0.06194935224337837
1		370		0.061933295943936026
1		562		0.061811794814041636
1		974		0.06155724545512356
1		128		0.06139606828308658
1		615		0.060948855947160846
1		569		0.060309056322224316
1		660		0.05989707317788583
1		179		0.05974852444886728
1		1337		0.05953029454106414
1		1242		0.05946312487362263
1		703		0.05923693084664838
1		1373		0.05783644856661791
1		1230		0.05758173891730267
1		548		0.057076192868903836
1		1115		0.05638363367941639
1		344		0.05636113279233493
1		1179		0.056208955135849024
1		646		0.0551908525786129
1		375		0.05508851704180643
1		54		0.05490877791583528
1		369		0.054797156875518054
1		758		0.05452497935922476
1		1071		0.054170011133156365
1		1081		0.05378577999386223
1		319		0.05137919141264716
1		131		0.048588980551080956
1		702		0.04845594967192712
1		360		0.04770712760363351
1		633		0.04749256987088483
1		413		0.04726358394647165
1		474		0.047206520919033844
1		79		0.04581018727902276
1		417		0.045736678098497234
1		1265		0.045680802578972377
1		236		0.045336383997940335
1		1252		0.04460164314018576
1		83		0.044222858965851077
1		445		0.04322452111261253
1		255		0.042869290921348516
1		1396		0.04252644828669986
1		201		0.04042004650461357
1		1026		0.039706046931717504
1		122		0.03857500008779487
1		1251		0.03313735916132849
1		261		0.03013231606545315
1		1248		0.029358827165219877
1		1372		0.028617755208424286
1		1196		0.028298116507403003
1		1201		0.02756610273168421
1		1298		0.02748752395900604
1		208		0.027359294629215977
1		452		0.02647411014543694
1		1254		0.026206263899569926
1		525		0.0261993988682517
1		541		0.026131151125443015
1		960		0.02521413504203295
1		499		0.02518979564473318
1		1261		0.023508535548299885
